Preliminary Solver ID,Solver ID,Config ID Single Query,Config ID Incremental,Config ID Model Validation,Config ID Unsat Core,Config ID Proof Exhibition,Solver Name,Solver homepage,System description URL,System description name,Competing,Single Query Regex,Incremental Regex,Model Validation Regex,Unsat Core Regex,Proof Exhibition Regex,Cloud Regex,Parallel Regex,Single Query Track,Incremental Track,Model Validation Track,Unsat Core Track,Proof Exhibition Track,Cloud Track,Parallel Track,Variant Of,Wrapper Tool,Derived Tool,Contact,Team Members,Seed
44719,44759,741799,-1,741799,741799,-1,"SMTInterpol","https://ultimate.informatik.uni-freiburg.de/smtinterpol","https://ultimate.informatik.uni-freiburg.de/smtinterpol/sysdesc2023.pdf","SMTInterpol with resolution proofs",yes,"^((QF_)?(AX?)?(UF)?(DT)?([IR]DL|L[IR]*A)?|QF_(A|UF)+N[IR]*A)$","^((QF_)?(AX?)?(UF)?(DT)?([IR]DL|[NL][IR]*A)?)$","^((QF_)(AX?)?(UF)?(DT)?([IR]DL|L[IR]*A)?)$","^((QF_)?(AX?)?(UF)?(DT)?([IR]DL|L[IR]*A)?|QF_(A|UF)+N[IR]*A)$","^((QF_)?(AX?)?(UF)?(DT)?([IR]DL|L[IR]*A)?|QF_(A|UF)+N[IR]*A)$","-","-",QF_AX;QF_DT;QF_UF;QF_UFDT;UF;UFDT,,,,,,,"","","","","Jürgen Christ, Daniel Dietsch, Leonard Fichtner, Joanna Greulich, Matthias Heizmann, Jochen Hoenicke, Moritz Mohr, Alexander Nutz, Markus Pomrehn, Pascal Raiola, Tanja Schindler",3021856368
